,open,high,low,close
2020-04-23,1.082,1.08467,1.075605,1.077695
2020-04-24,1.07775,1.082965,1.07272,1.08227
2020-04-27,1.0823,1.086045,1.081155,1.08296
2020-04-28,1.0826,1.088855,1.08095,1.081975
2020-04-29,1.08188,1.088575,1.08188,1.08745
2020-04-30,1.0877,1.097275,1.0833,1.095505
2020-05-01,1.095375,1.101895,1.093455,1.09805
2020-05-04,1.097075,1.097785,1.08958,1.090695
2020-05-05,1.090725,1.09261,1.082605,1.08399
2020-05-06,1.08416,1.08457,1.07817,1.07942
2020-05-07,1.0798,1.08342,1.07667,1.08339
2020-05-08,1.083175,1.087575,1.081505,1.08386
2020-05-11,1.083275,1.085055,1.08006,1.080745
2020-05-12,1.0807,1.088545,1.07844,1.08479
2020-05-13,1.0848,1.08966,1.081155,1.08185
2020-05-14,1.081775,1.082405,1.077485,1.08047
2020-05-15,1.0808,1.085125,1.078905,1.08168
2020-05-18,1.08155,1.092725,1.079985,1.09162
2020-05-19,1.0919,1.09761,1.090225,1.09234
2020-05-20,1.092325,1.099905,1.09188,1.09788
2020-05-21,1.098025,1.100845,1.093725,1.095145
2020-05-22,1.094525,1.095375,1.088545,1.09028
2020-05-25,1.089625,1.091455,1.08704,1.08966
2020-05-26,1.08955,1.099585,1.08926,1.098225
2020-05-27,1.097975,1.103095,1.093395,1.10077
2020-05-28,1.100575,1.109375,1.099175,1.10776
2020-05-29,1.10712,1.114525,1.107,1.110475
2020-06-01,1.111875,1.115415,1.110055,1.11359
2020-06-02,1.11355,1.119605,1.111525,1.11703
2020-06-03,1.116975,1.125805,1.116685,1.12335
2020-06-04,1.1234,1.136255,1.119465,1.133855
2020-06-05,1.1336,1.138385,1.12786,1.12908
2020-06-08,1.1302,1.131995,1.126835,1.129435
2020-06-09,1.129225,1.136395,1.124105,1.134135
2020-06-10,1.133775,1.14225,1.132175,1.13749
2020-06-11,1.13757,1.140375,1.128885,1.12989
2020-06-12,1.129645,1.13408,1.121265,1.125555
2020-06-15,1.1243,1.133255,1.12266,1.132325
2020-06-16,1.132275,1.135345,1.122785,1.12636
2020-06-17,1.1264,1.129415,1.120665,1.1244
2020-06-18,1.1246,1.126145,1.118565,1.12057
2020-06-19,1.120525,1.12545,1.11682,1.117675
2020-06-22,1.118475,1.126995,1.116855,1.126045
2020-06-23,1.12625,1.134875,1.12331,1.130835
2020-06-24,1.131045,1.132595,1.124835,1.12511
2020-06-25,1.125525,1.12598,1.119045,1.12177
2020-06-26,1.12155,1.123945,1.119515,1.121805
2020-06-29,1.12255,1.128795,1.121695,1.12417
2020-06-30,1.123725,1.126205,1.119105,1.123425
2020-07-01,1.123355,1.127525,1.11848,1.125135
2020-07-02,1.12515,1.13028,1.122345,1.123955
2020-07-03,1.1237,1.125225,1.121925,1.124705
2020-07-06,1.125325,1.134545,1.124025,1.130925
2020-07-07,1.130795,1.133265,1.125895,1.127345
2020-07-08,1.12715,1.135195,1.12624,1.133005
2020-07-09,1.133,1.13707,1.12803,1.128485
2020-07-10,1.12833,1.132485,1.125495,1.13005
2020-07-13,1.130475,1.137495,1.130075,1.1344
2020-07-14,1.1344,1.140875,1.132525,1.139995
2020-07-15,1.13985,1.14523,1.139105,1.14119
2020-07-16,1.1409,1.144185,1.137055,1.13837
2020-07-17,1.13785,1.144375,1.13776,1.14277
2020-07-20,1.142325,1.146785,1.140245,1.14476
2020-07-21,1.14435,1.153985,1.1423,1.152695
2020-07-22,1.1527,1.160155,1.150685,1.15698
2020-07-23,1.15696,1.162695,1.154035,1.159645
2020-07-24,1.159575,1.165815,1.158125,1.165625
2020-07-27,1.164395,1.17815,1.164085,1.175155
2020-07-28,1.17495,1.177375,1.169885,1.171585
2020-07-29,1.171825,1.180685,1.17142,1.179135
2020-07-30,1.1784,1.184845,1.173095,1.184725
2020-07-31,1.1847,1.190885,1.17616,1.17803
2020-08-03,1.177575,1.17969,1.169605,1.176195
2020-08-04,1.17617,1.180595,1.172135,1.180305
2020-08-05,1.1801,1.190495,1.17929,1.18632
2020-08-06,1.186225,1.191635,1.181805,1.18767
2020-08-07,1.18835,1.18835,1.175535,1.17877
2020-08-10,1.17885,1.180085,1.17362,1.173815
2020-08-11,1.174555,1.18079,1.172205,1.174005
2020-08-12,1.173925,1.181695,1.171115,1.17842
2020-08-13,1.178525,1.186425,1.17819,1.181345
2020-08-14,1.181545,1.185045,1.178185,1.184265
2020-08-17,1.18415,1.188105,1.182875,1.187015
2020-08-18,1.186925,1.196585,1.186885,1.193165
2020-08-19,1.193125,1.195285,1.183045,1.183815
2020-08-20,1.184075,1.186885,1.180215,1.186055
2020-08-21,1.186225,1.188295,1.17543,1.179635
2020-08-24,1.179625,1.184965,1.178435,1.1788
2020-08-25,1.1789,1.18438,1.17842,1.18346
2020-08-26,1.183725,1.18394,1.177235,1.18302
2020-08-27,1.183225,1.190205,1.176255,1.182225
2020-08-28,1.1822,1.191985,1.18111,1.190385
2020-08-31,1.1904,1.196625,1.188425,1.193655
2020-09-01,1.19365,1.20115,1.190145,1.191185
2020-09-02,1.1917,1.192885,1.18222,1.185485
2020-09-03,1.185575,1.186475,1.178885,1.18516
2020-09-04,1.184975,1.18655,1.178095,1.183845
2020-09-07,1.18453,1.18488,1.18119,1.18135
2020-09-08,1.181325,1.182755,1.17657,1.177745
2020-09-09,1.177775,1.183405,1.175285,1.180305
2020-09-10,1.180325,1.191745,1.178895,1.181525
2020-09-11,1.181575,1.187425,1.18135,1.18468
2020-09-14,1.183955,1.188795,1.18321,1.18661
2020-09-15,1.18683,1.190065,1.183945,1.18469
2020-09-16,1.18485,1.188245,1.178765,1.181605
2020-09-17,1.18175,1.185245,1.173755,1.184825
2020-09-18,1.18465,1.187045,1.18261,1.183945
2020-09-21,1.18475,1.187195,1.173175,1.1771
2020-09-22,1.177375,1.177375,1.16919,1.170775
2020-09-23,1.1709,1.171905,1.165155,1.16601
2020-09-24,1.166005,1.168695,1.162655,1.167235
2020-09-25,1.167325,1.168525,1.161195,1.16315
2020-09-28,1.162375,1.168015,1.161525,1.166475
2020-09-29,1.16645,1.174555,1.166025,1.174345
2020-09-30,1.17398,1.175505,1.168465,1.172085
2020-10-01,1.172075,1.176975,1.17174,1.17468
2020-10-02,1.174725,1.175075,1.16959,1.171625
2020-10-05,1.171425,1.17976,1.170665,1.17837
2020-10-06,1.1783,1.180785,1.1732,1.1734
2020-10-07,1.173525,1.178205,1.172505,1.176175
2020-10-08,1.17634,1.178185,1.173265,1.176
2020-10-09,1.175925,1.18314,1.175645,1.182855
2020-10-12,1.18202,1.182685,1.17868,1.18128
2020-10-13,1.181545,1.181545,1.173035,1.17468
2020-10-14,1.174925,1.177115,1.172,1.174565
2020-10-15,1.174855,1.17579,1.168845,1.170765
2020-10-16,1.170875,1.174625,1.169405,1.171775
2020-10-19,1.172075,1.179385,1.170325,1.176895
2020-10-20,1.177175,1.184075,1.176,1.182245
2020-10-21,1.182325,1.188075,1.182215,1.186265
2020-10-22,1.186025,1.186705,1.181135,1.181825
2020-10-23,1.181965,1.18649,1.17868,1.18598
2020-10-26,1.185625,1.186135,1.18034,1.18098
2020-10-27,1.181175,1.183885,1.179265,1.179545
2020-10-28,1.17845,1.17905,1.171785,1.17464
2020-10-29,1.17468,1.176095,1.165025,1.167505
2020-10-30,1.167275,1.170425,1.164005,1.16478
2020-11-02,1.1648,1.165585,1.162205,1.164115
2020-11-03,1.1643,1.173985,1.163725,1.171425
2020-11-04,1.171925,1.177095,1.160285,1.172575
2020-11-05,1.172825,1.18597,1.17109,1.182715
2020-11-06,1.183325,1.189105,1.17955,1.1874
2020-11-09,1.188875,1.192005,1.17955,1.181335
2020-11-10,1.18148,1.18434,1.178005,1.1815
2020-11-11,1.181725,1.183295,1.174555,1.17773
2020-11-12,1.17755,1.182325,1.17587,1.18068
2020-11-13,1.181555,1.183745,1.1799,1.18354
2020-11-16,1.183825,1.186895,1.181425,1.185145
2020-11-17,1.185195,1.189385,1.184245,1.18615
2020-11-18,1.186675,1.189105,1.184925,1.185305
2020-11-19,1.185505,1.188245,1.181635,1.187495
2020-11-20,1.187725,1.189085,1.184985,1.18564
2020-11-23,1.185505,1.190615,1.179995,1.184065
2020-11-24,1.183775,1.189595,1.18376,1.18922
2020-11-25,1.189595,1.192985,1.188195,1.191775
2020-11-26,1.191725,1.194095,1.18854,1.1913
2020-11-27,1.18943,1.196425,1.18943,1.196295
2020-11-30,1.196375,1.200335,1.192385,1.192635
2020-12-01,1.19305,1.207675,1.192715,1.20705
2020-12-02,1.206825,1.211855,1.204005,1.2116
2020-12-03,1.211475,1.217455,1.210065,1.2147
2020-12-04,1.214155,1.217755,1.211025,1.21223
2020-12-07,1.21236,1.216385,1.207855,1.211025
2020-12-08,1.210965,1.213415,1.20954,1.210335
2020-12-09,1.210275,1.214165,1.20587,1.208145
2020-12-10,1.208,1.2159,1.20751,1.213785
2020-12-11,1.213475,1.216295,1.210545,1.21129
2020-12-14,1.2136,1.21768,1.21157,1.214345
2020-12-15,1.2146,1.216895,1.21212,1.215105
2020-12-16,1.21575,1.221235,1.212515,1.219965
2020-12-17,1.219875,1.227285,1.218995,1.2268
2020-12-18,1.226575,1.2272,1.222555,1.225545
2020-12-21,1.22308,1.22529,1.212955,1.22449
2020-12-22,1.22385,1.225715,1.215225,1.216275
2020-12-23,1.2166,1.222105,1.215405,1.218665
2020-12-24,1.218825,1.221575,1.217705,1.21837
2020-12-28,1.219225,1.225075,1.218115,1.22167
2020-12-29,1.2215,1.22752,1.220705,1.22504
2020-12-30,1.22495,1.231015,1.224925,1.229915
2020-12-31,1.229575,1.230945,1.220915,1.221605
2021-01-04,1.223275,1.230995,1.222825,1.22473
2021-01-05,1.22515,1.230575,1.224725,1.229675
2021-01-06,1.22962,1.234945,1.226575,1.23284
2021-01-07,1.232805,1.234455,1.2245,1.22714
2021-01-08,1.226775,1.228485,1.219305,1.222155
2021-01-11,1.223055,1.224125,1.213225,1.21518
2021-01-12,1.21505,1.22098,1.213715,1.220725
2021-01-13,1.22065,1.222285,1.213965,1.215745
2021-01-14,1.21625,1.217845,1.211105,1.215415
2021-01-15,1.21535,1.21626,1.20751,1.20755
2021-01-18,1.2081,1.20869,1.205365,1.207725
2021-01-19,1.207575,1.214495,1.207405,1.212885
2021-01-20,1.212575,1.215835,1.207675,1.210635
2021-01-21,1.210825,1.217325,1.21041,1.21637
2021-01-22,1.216475,1.218965,1.215165,1.217115
2021-01-25,1.216555,1.21835,1.211595,1.21396
2021-01-26,1.214275,1.217605,1.210785,1.21602
2021-01-27,1.216175,1.217005,1.20585,1.211115
2021-01-28,1.2112,1.214265,1.20808,1.212145
2021-01-29,1.213,1.215605,1.209445,1.21351
2021-02-01,1.213155,1.213675,1.20562,1.205975
2021-02-02,1.20648,1.208795,1.201165,1.20438
2021-02-03,1.20447,1.205015,1.200415,1.203595
2021-02-04,1.203545,1.204285,1.19574,1.196175
2021-02-05,1.1963,1.204995,1.195235,1.20485
2021-02-08,1.2039,1.206615,1.201975,1.205025
2021-02-09,1.205325,1.212195,1.204725,1.211875
2021-02-10,1.21182,1.214405,1.21089,1.21179
2021-02-11,1.211795,1.214945,1.210365,1.21295
2021-02-12,1.213125,1.213515,1.208155,1.212015
2021-02-15,1.212275,1.214525,1.211275,1.212775
2021-02-16,1.212925,1.216955,1.209515,1.210655
2021-02-17,1.21072,1.210755,1.202335,1.20408
2021-02-18,1.204175,1.20947,1.20357,1.20916
2021-02-19,1.209175,1.214455,1.208245,1.21182
2021-02-22,1.21239,1.21695,1.209135,1.21563
2021-02-23,1.21595,1.21801,1.213525,1.21497
2021-02-24,1.2152,1.217465,1.210925,1.21667
2021-02-25,1.216705,1.224325,1.215605,1.217335
2021-02-26,1.218105,1.2184,1.206225,1.20733
2021-03-01,1.207745,1.210125,1.202765,1.20494
2021-03-02,1.204695,1.209445,1.199175,1.209055
2021-03-03,1.20905,1.211355,1.20427,1.20634
2021-03-04,1.20658,1.206665,1.196165,1.197075
2021-03-05,1.197375,1.197815,1.18933,1.19162
2021-03-08,1.191825,1.193245,1.184425,1.18468
2021-03-09,1.1848,1.191585,1.183555,1.190125
2021-03-10,1.19013,1.192985,1.18689,1.192895
2021-03-11,1.19272,1.198995,1.191575,1.198585
2021-03-12,1.198225,1.198855,1.191005,1.195355
2021-03-15,1.194855,1.19676,1.191115,1.192945
2021-03-16,1.193225,1.195185,1.188225,1.19026
2021-03-17,1.19005,1.198565,1.188625,1.197875
2021-03-18,1.19825,1.198895,1.190615,1.19159
2021-03-19,1.191675,1.193725,1.187395,1.19041
2021-03-22,1.187725,1.194695,1.187415,1.19325
2021-03-23,1.19345,1.19408,1.184225,1.184935
2021-03-24,1.1852,1.185525,1.180975,1.18128
2021-03-25,1.181325,1.182785,1.176185,1.176415
2021-03-26,1.17645,1.180505,1.17645,1.179295
2021-03-29,1.17925,1.179775,1.176075,1.17648
2021-03-30,1.1766,1.177455,1.171115,1.17168
2021-03-31,1.171625,1.175995,1.17042,1.17307
2021-04-01,1.172775,1.178035,1.171265,1.177665
2021-04-02,1.1777,1.178675,1.174905,1.175875
2021-04-05,1.176205,1.181955,1.173765,1.18125
2021-04-06,1.18125,1.187775,1.179515,1.187565
2021-04-07,1.18735,1.19149,1.18609,1.18684
2021-04-08,1.186675,1.192755,1.186075,1.191475
2021-04-09,1.19145,1.192025,1.186705,1.190125
2021-04-12,1.18965,1.191915,1.18711,1.191045
2021-04-13,1.191155,1.195585,1.187705,1.194835
2021-04-14,1.194925,1.198745,1.19476,1.197975
2021-04-15,1.198125,1.19934,1.19561,1.196665
2021-04-16,1.19715,1.199485,1.195045,1.19847
2021-04-19,1.19765,1.204815,1.194265,1.203645
2021-04-20,1.203725,1.20799,1.202245,1.20357
2021-04-21,1.203325,1.20437,1.199845,1.20354
2021-04-22,1.203375,1.206955,1.19938,1.20154
2021-04-23,1.201725,1.209995,1.201295,1.209705
2021-04-26,1.20925,1.21169,1.206105,1.20844
2021-04-27,1.208505,1.20953,1.20568,1.20904
2021-04-28,1.209025,1.21348,1.20562,1.2126
2021-04-29,1.21245,1.214995,1.21021,1.21222
2021-04-30,1.212375,1.212655,1.20167,1.20208
2021-05-03,1.20285,1.207615,1.201315,1.20643
2021-05-04,1.206425,1.20644,1.1999,1.2013
2021-05-05,1.201275,1.202665,1.198605,1.20046
2021-05-06,1.20045,1.20717,1.199315,1.206525
2021-05-07,1.2063,1.217145,1.205285,1.216675
2021-05-10,1.2168,1.21783,1.212775,1.21294
2021-05-11,1.21305,1.218175,1.212305,1.21477
2021-05-12,1.214625,1.215265,1.206565,1.207005
2021-05-13,1.207075,1.210625,1.205135,1.20801
2021-05-14,1.2081,1.21478,1.207095,1.21435
2021-05-17,1.21435,1.216885,1.21261,1.215125
2021-05-18,1.2154,1.223395,1.21513,1.22225
2021-05-19,1.222525,1.224545,1.215985,1.2175
2021-05-20,1.21725,1.22292,1.216905,1.22276
2021-05-21,1.2228,1.22398,1.21608,1.217975
2021-05-24,1.21808,1.222995,1.217215,1.221605
2021-05-25,1.221525,1.22664,1.221165,1.224995
2021-05-26,1.225025,1.226295,1.218195,1.21919
2021-05-27,1.219075,1.221515,1.217525,1.219395
2021-05-28,1.219075,1.220485,1.213265,1.21917
2021-05-31,1.21955,1.22314,1.21835,1.222595
2021-06-01,1.222875,1.225445,1.221175,1.221325
2021-06-02,1.2215,1.222675,1.21642,1.22109
2021-06-03,1.221225,1.221425,1.211825,1.212695
2021-06-04,1.2126,1.218585,1.210395,1.21669
2021-06-07,1.21633,1.22019,1.214495,1.218945
2021-06-08,1.219125,1.219425,1.21643,1.21732
2021-06-09,1.2174,1.221805,1.21713,1.21784
2021-06-10,1.21795,1.21949,1.214335,1.217375
2021-06-11,1.21765,1.219305,1.209275,1.210845
2021-06-14,1.21095,1.213055,1.209425,1.211945
2021-06-15,1.21205,1.214735,1.210125,1.212635
2021-06-16,1.21255,1.213485,1.199455,1.199465
2021-06-17,1.19965,1.200645,1.189185,1.19067
2021-06-18,1.190705,1.192515,1.18474,1.186175
2021-06-21,1.1859,1.192145,1.184765,1.191895
2021-06-22,1.1918,1.19527,1.188105,1.19409
2021-06-23,1.19402,1.197025,1.191155,1.1926
2021-06-24,1.1927,1.195645,1.191775,1.193235
2021-06-25,1.19315,1.197525,1.192635,1.19355
2021-06-28,1.193525,1.194495,1.190235,1.192425
2021-06-29,1.192575,1.19298,1.187775,1.18965
2021-06-30,1.189925,1.190915,1.184515,1.18578
2021-07-01,1.18565,1.188425,1.183735,1.18494
2021-07-02,1.185,1.187425,1.18071,1.1865
2021-07-05,1.186325,1.18807,1.18514,1.186325
2021-07-06,1.186325,1.18952,1.180675,1.18237
2021-07-07,1.182375,1.18364,1.17815,1.179025
2021-07-08,1.17915,1.186785,1.178355,1.184465
2021-07-09,1.18435,1.188125,1.182505,1.18794
2021-07-12,1.18735,1.18802,1.183605,1.18607
2021-07-13,1.18625,1.18752,1.17722,1.17765
2021-07-14,1.177995,1.18388,1.177205,1.183615
2021-07-15,1.183835,1.18508,1.179635,1.181215
2021-07-16,1.18107,1.18224,1.179215,1.18053
2021-07-19,1.181,1.182455,1.17639,1.1799
2021-07-20,1.18005,1.18025,1.175565,1.17802
2021-07-21,1.177975,1.18048,1.175185,1.179515
2021-07-22,1.17968,1.18306,1.175745,1.177085
2021-07-23,1.176675,1.178645,1.17544,1.17706
2021-07-26,1.177325,1.181735,1.17634,1.180325
2021-07-27,1.180595,1.184155,1.177015,1.181675
2021-07-28,1.181825,1.184965,1.17721,1.184435
2021-07-29,1.18455,1.189285,1.18402,1.188665
2021-07-30,1.18885,1.190875,1.18517,1.18686
2021-08-02,1.1868,1.189695,1.1859,1.187105
2021-08-03,1.186975,1.189345,1.185375,1.186455
2021-08-04,1.18645,1.189975,1.183275,1.18368
2021-08-05,1.18372,1.185735,1.182815,1.18323
2021-08-06,1.183325,1.183565,1.175445,1.176175
2021-08-09,1.17617,1.176905,1.173495,1.17367
2021-08-10,1.17375,1.17429,1.170955,1.17194
2021-08-11,1.171925,1.175415,1.170605,1.173905
2021-08-12,1.17377,1.174585,1.17236,1.173
2021-08-13,1.173175,1.180475,1.173035,1.179545
2021-08-16,1.179625,1.180135,1.17674,1.1777
2021-08-17,1.177775,1.178475,1.170815,1.170945
2021-08-18,1.17093,1.17428,1.169375,1.170945
2021-08-19,1.1711,1.17157,1.166575,1.16755
2021-08-20,1.167775,1.17046,1.166385,1.169925
2021-08-23,1.1697,1.17503,1.169235,1.1745
2021-08-24,1.174525,1.176525,1.172715,1.17566
2021-08-25,1.17561,1.17746,1.17262,1.17714
2021-08-26,1.176925,1.17789,1.1746,1.175205
2021-08-27,1.175595,1.18024,1.1735,1.179575
2021-08-30,1.17965,1.18099,1.178275,1.179645
2021-08-31,1.1795,1.18451,1.1795,1.180875
2021-09-01,1.1809,1.185725,1.17938,1.183935
2021-09-02,1.184,1.187625,1.183425,1.18752
2021-09-03,1.1873,1.19091,1.18658,1.188225
2021-09-06,1.188025,1.188645,1.185585,1.18704
2021-09-07,1.187,1.18853,1.183755,1.18416
2021-09-08,1.184245,1.18511,1.180215,1.181645
2021-09-09,1.18165,1.184145,1.18053,1.18239
2021-09-10,1.18283,1.18512,1.18097,1.18121
2021-09-13,1.181595,1.181715,1.177015,1.181085
2021-09-14,1.1811,1.185015,1.180005,1.18036
2021-09-15,1.180725,1.183185,1.179915,1.181725
2021-09-16,1.1817,1.18207,1.175045,1.1768
2021-09-17,1.17665,1.178895,1.172425,1.17252
2021-09-20,1.17305,1.173655,1.170025,1.172585
2021-09-21,1.17265,1.174875,1.171485,1.172685
2021-09-22,1.1727,1.175605,1.168445,1.168775
2021-09-23,1.1691,1.175015,1.168345,1.173855
2021-09-24,1.17385,1.174765,1.170075,1.172
2021-09-27,1.171825,1.172625,1.168465,1.169595
2021-09-28,1.169775,1.17033,1.166825,1.16834
2021-09-29,1.16815,1.16902,1.158935,1.159765
2021-09-30,1.159525,1.172025,1.156255,1.158095
2021-10-01,1.15805,1.160745,1.1563,1.159625
2021-10-04,1.15975,1.164015,1.158775,1.16208
2021-10-05,1.16195,1.162215,1.15805,1.159785
2021-10-06,1.160025,1.160185,1.152915,1.155655
2021-10-07,1.15555,1.157225,1.154735,1.155195
2021-10-08,1.15535,1.158615,1.15414,1.157425
2021-10-11,1.157125,1.15867,1.15491,1.1552
2021-10-12,1.155425,1.15703,1.152435,1.153015
2021-10-13,1.15285,1.15974,1.15285,1.159445
2021-10-14,1.15925,1.16243,1.158405,1.159695
2021-10-15,1.159625,1.161875,1.15882,1.159985
2021-10-18,1.159925,1.162245,1.157185,1.16102
2021-10-19,1.16115,1.166945,1.160725,1.163435
2021-10-20,1.163505,1.16586,1.161695,1.16494
2021-10-21,1.165,1.16674,1.161965,1.162335
2021-10-22,1.162375,1.16558,1.162125,1.164125
2021-10-25,1.163975,1.166525,1.159065,1.16083
2021-10-26,1.16095,1.162585,1.158485,1.15959
2021-10-27,1.15935,1.162615,1.15849,1.16033
2021-10-28,1.160275,1.169205,1.158225,1.168195
2021-10-29,1.168295,1.169025,1.15352,1.156025
2021-11-01,1.1565,1.160925,1.154605,1.160605
2021-11-02,1.160375,1.161345,1.15752,1.15792
2021-11-03,1.15785,1.161645,1.156235,1.161195
2021-11-04,1.160825,1.161645,1.152825,1.15545
2021-11-05,1.15565,1.15735,1.151335,1.15664
2021-11-08,1.156475,1.159485,1.15506,1.158625
2021-11-09,1.158675,1.160915,1.15697,1.15936
2021-11-10,1.159405,1.15954,1.147605,1.147875
2021-11-11,1.14807,1.14877,1.14432,1.145055
2021-11-12,1.144925,1.146225,1.1433,1.14455
2021-11-15,1.14445,1.14641,1.135625,1.13679
2021-11-16,1.136415,1.138585,1.130905,1.132035
2021-11-17,1.132055,1.133225,1.126385,1.131945
2021-11-18,1.132125,1.137415,1.131385,1.13711
2021-11-19,1.137225,1.13729,1.125015,1.128135
2021-11-22,1.12875,1.135125,1.123065,1.12368
2021-11-23,1.123675,1.12751,1.122605,1.124835
2021-11-24,1.125025,1.125545,1.118625,1.120025
2021-11-25,1.12015,1.12298,1.120035,1.12095
2021-11-26,1.12065,1.13323,1.12063,1.131605
2021-11-29,1.130975,1.13126,1.125835,1.129135
2021-11-30,1.12865,1.138285,1.12351,1.13394
2021-12-01,1.1336,1.13598,1.130265,1.132015
2021-12-02,1.13167,1.13478,1.129535,1.13011
2021-12-03,1.130125,1.13338,1.126665,1.131105
2021-12-06,1.130805,1.13148,1.126635,1.128425
2021-12-07,1.12855,1.12985,1.122765,1.126785
2021-12-08,1.1268,1.13548,1.125005,1.13424
2021-12-09,1.134425,1.13462,1.127855,1.129315
2021-12-10,1.12895,1.13241,1.12651,1.13135
2021-12-13,1.13132,1.131935,1.12601,1.1284
2021-12-14,1.12835,1.132385,1.125365,1.125895
2021-12-15,1.125925,1.12994,1.12218,1.129165
2021-12-16,1.12905,1.13605,1.128125,1.133015
2021-12-17,1.13305,1.134895,1.123475,1.12408
2021-12-20,1.1238,1.13039,1.123455,1.127645
2021-12-21,1.128125,1.130275,1.126085,1.128605
2021-12-22,1.128625,1.134235,1.12643,1.13264
2021-12-23,1.1324,1.134225,1.129005,1.13257
2021-12-24,1.133,1.13435,1.130355,1.13195
2021-12-27,1.131825,1.13347,1.130305,1.13279
2021-12-28,1.13275,1.133325,1.128955,1.13097
2021-12-29,1.131475,1.136895,1.127375,1.1348
2021-12-30,1.13457,1.135995,1.129845,1.13251
2021-12-31,1.132375,1.13864,1.130335,1.1377
2022-01-03,1.137375,1.138,1.127975,1.1297
2022-01-04,1.1295,1.132255,1.127235,1.12869
2022-01-05,1.128625,1.134645,1.127715,1.131425
2022-01-06,1.13138,1.13319,1.128455,1.129785
2022-01-07,1.1297,1.136475,1.129,1.1361
2022-01-10,1.1359,1.136275,1.128505,1.132565
2022-01-11,1.1327,1.137535,1.131295,1.136725
2022-01-12,1.13687,1.145285,1.13547,1.14418
2022-01-13,1.14418,1.14818,1.14357,1.145475
2022-01-14,1.145675,1.14829,1.139855,1.14095
2022-01-17,1.14132,1.143445,1.139185,1.140625
2022-01-18,1.14092,1.142165,1.131475,1.1326
2022-01-19,1.13245,1.135715,1.13189,1.13429
2022-01-20,1.134525,1.1369,1.130315,1.13114
2022-01-21,1.13105,1.135985,1.130075,1.13424
2022-01-24,1.13435,1.13474,1.129055,1.13264
2022-01-25,1.132525,1.13287,1.12633,1.130085
2022-01-26,1.129975,1.131075,1.123555,1.124065
2022-01-27,1.1239,1.12434,1.113155,1.11437
2022-01-28,1.114525,1.117375,1.112145,1.114575
2022-01-31,1.11447,1.12478,1.113825,1.12352
2022-02-01,1.1234,1.127885,1.122085,1.1272
2022-02-02,1.127125,1.13305,1.12667,1.13045
2022-02-03,1.13055,1.14515,1.126735,1.14386
2022-02-04,1.14365,1.14838,1.14117,1.145055
2022-02-07,1.14585,1.146195,1.14152,1.14421
2022-02-08,1.14395,1.14489,1.13962,1.14158
2022-02-09,1.14195,1.14479,1.140265,1.14232
2022-02-10,1.142425,1.149495,1.137505,1.14281
2022-02-11,1.143055,1.143115,1.13296,1.134635
2022-02-14,1.134025,1.136915,1.128015,1.13065
2022-02-15,1.13035,1.13683,1.130195,1.13594
2022-02-16,1.13575,1.139595,1.134515,1.137255
2022-02-17,1.137525,1.138615,1.132325,1.13602
2022-02-18,1.136525,1.13771,1.13145,1.13218
2022-02-21,1.1322,1.139065,1.13067,1.130925
2022-02-22,1.13102,1.13668,1.12881,1.13247
2022-02-23,1.132795,1.1359,1.130125,1.13034
2022-02-24,1.13067,1.13088,1.110625,1.11919
2022-02-25,1.119275,1.12742,1.11661,1.127075
2022-02-28,1.115075,1.124665,1.11423,1.12181
2022-03-01,1.121895,1.12333,1.108975,1.1124
2022-03-02,1.112675,1.114415,1.105755,1.111885
2022-03-03,1.11185,1.1122,1.103335,1.10662
2022-03-04,1.106625,1.10679,1.08856,1.093
2022-03-07,1.09263,1.093265,1.0806,1.08541
2022-03-08,1.085075,1.09584,1.084905,1.089865
2022-03-09,1.08975,1.10953,1.08901,1.10757
2022-03-10,1.107375,1.112125,1.097645,1.0987
2022-03-11,1.0986,1.104365,1.090205,1.091435
2022-03-14,1.092575,1.099395,1.090065,1.094015
2022-03-15,1.0942,1.10198,1.092625,1.0956
2022-03-16,1.09515,1.104685,1.094845,1.103515
2022-03-17,1.1034,1.113755,1.100755,1.109245
2022-03-18,1.10935,1.111875,1.100315,1.10508
2022-03-21,1.106045,1.10702,1.101025,1.1016
2022-03-22,1.1017,1.104585,1.09609,1.10294
2022-03-23,1.10275,1.104385,1.09641,1.100395
2022-03-24,1.100925,1.10139,1.0966,1.099695
2022-03-25,1.099725,1.10379,1.097355,1.09828
2022-03-28,1.0988,1.099945,1.094485,1.098575
2022-03-29,1.0982,1.11372,1.096905,1.10863
2022-03-30,1.108325,1.11711,1.10828,1.11579
2022-03-31,1.115755,1.118495,1.106095,1.10668
2022-04-01,1.106425,1.10762,1.10281,1.104615
2022-04-04,1.103925,1.105465,1.096065,1.097225
2022-04-05,1.09745,1.098875,1.090005,1.090475
2022-04-06,1.09065,1.0938,1.08746,1.089695
2022-04-07,1.08935,1.093855,1.086485,1.087985
2022-04-08,1.088175,1.089185,1.083645,1.087655
2022-04-11,1.091125,1.09334,1.087275,1.088385
2022-04-12,1.0883,1.09038,1.082125,1.082755
2022-04-13,1.08265,1.089425,1.080885,1.089075
2022-04-14,1.08875,1.092335,1.075745,1.082925
2022-04-15,1.082725,1.082995,1.079645,1.081015
2022-04-18,1.082075,1.08219,1.076975,1.078125
2022-04-19,1.07805,1.08145,1.076115,1.07874
2022-04-20,1.078525,1.086695,1.07841,1.085315
